VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
7403,2278,17046,7973,Upper West Gulf Coastal Plain,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
7404,53338,17090,7988,Chihuahuan Desert,Western Warm Temperate Wheat,Agricultural
7405,7875709,17068,7997,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Pasture and Hayland,Agricultural
7406,77768,17068,7996,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural
7407,814,17046,9730,Upper West Gulf Coastal Plain,Southeastern Great Plains Floodplain Shrubland,Riparian
7408,80239,17068,7918,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Urban Herbaceous,Developed
7409,41593,17068,7919,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Urban Shrubland,Developed
7410,164757,17068,7994,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Row Crop,Agricultural
7411,104131,17090,9533,Chihuahuan Desert,North American Warm Desert Riparian Herbaceous,Riparian
7412,428026,17068,9284,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Small Stream and River Forest,Riparian
7413,13329,17068,7998,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Wheat,Agricultural
7414,154845,17068,7939,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Grassland,Developed
7415,28391,17068,7935,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed
7416,28460,17068,7915,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Urban Deciduous Forest,Developed
7417,17125,17068,7938,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Shrubland,Developed
7418,3877,17068,7916,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Urban Evergreen Forest,Developed
7419,19237,17068,7917,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Urban Mixed Forest,Developed
7420,47798,17095,7074,Sonoran Desert,Chihuahuan Creosotebush Desert Scrub,Shrubland
7421,5138,17068,7957,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed
7422,783,17013,7587,Mississippi River Alluvial Plain,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Conifer-Hardwood
7423,11951,17068,7937,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed
7424,12152,17044,7426,South Atlantic Coastal Plain,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland
7425,3785,17068,9785,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Small Stream and River Herbaceous,Riparian
7426,3,17090,7960,Chihuahuan Desert,Western Cool Temperate Orchard,Agricultural
7427,329756,17044,7382,South Atlantic Coastal Plain,Southern Atlantic Coastal Plain Maritime Forest,Hardwood
7428,368,17068,9994,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Herbaceous Seep and Bog,Riparian
7429,5991,17024,9247,Upper East Gulf Coastal Plain,Southern Coastal Plain Blackwater River Floodplain Forest,Riparian
7430,175,17068,9784,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Small Stream and River Shrubland,Riparian
7431,5745,17068,9783,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Large River Floodplain Herbaceous,Riparian
7432,58424,17090,9825,Chihuahuan Desert,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous
7433,85481,17090,7983,Chihuahuan Desert,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural
7434,610,17013,9784,Mississippi River Alluvial Plain,West Gulf Coastal Plain Small Stream and River Shrubland,Riparian
7435,140,17075,7101,Southern Shortgrass Prairie,Madrean Oriental Chaparral,Shrubland
7436,6,17075,7026,Southern Shortgrass Prairie,Madrean Upper Montane Conifer-Oak Forest and Woodland,Conifer-Hardwood
7437,2953,17075,7945,Southern Shortgrass Prairie,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed
7438,2,17075,7012,Southern Shortgrass Prairie,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
7439,6,17090,7921,Chihuahuan Desert,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
7440,11,17090,7943,Chihuahuan Desert,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
7441,2,17075,7024,Southern Shortgrass Prairie,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer-Hardwood
7442,3595,17075,7980,Southern Shortgrass Prairie,Western Warm Temperate Orchard,Agricultural
7443,20447,17075,7983,Southern Shortgrass Prairie,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural
7444,6,17008,7342,Cumberlands And Southern Ridge And Valley,Piedmont Hardpan Woodland and Forest,Hardwood
7445,664,17046,9731,Upper West Gulf Coastal Plain,Southeastern Great Plains Riparian Shrubland,Riparian
7446,10038,17046,7422,Upper West Gulf Coastal Plain,Texas Blackland Tallgrass Prairie,Grassland
7447,40,17027,9652,Arizona-New Mexico Mountains,North American Warm Desert Riparian Mesquite Bosque Shrubland,Riparian
7448,1831,17068,7959,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
7449,2024,17068,7936,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Evergreen Forest,Developed
7450,190,17044,9228,South Atlantic Coastal Plain,Southeastern Coastal Plain Interdunal Wetland,Riparian
7451,6,17095,7011,Sonoran Desert,Rocky Mountain Aspen Forest and Woodland,Hardwood
7452,10042,17075,7925,Southern Shortgrass Prairie,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed
7453,1,17046,7979,Upper West Gulf Coastal Plain,Eastern Cool Temperate Aquaculture,Agricultural
7454,3399,17068,7995,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Close Grown Crop,Agricultural
7455,10,17075,9654,Southern Shortgrass Prairie,North American Warm Desert Wash Shrubland,Riparian
7456,99,17044,9094,South Atlantic Coastal Plain,Florida Big Bend Fresh and Oligohaline Tidal Marsh,Riparian
7457,69,17024,9261,Upper East Gulf Coastal Plain,Southern Ridge and Valley Seepage Fen,Riparian
7458,105,17013,7428,Mississippi River Alluvial Plain,West Gulf Coastal Plain Northern Calcareous Prairie,Grassland
7459,67,17024,7419,Upper East Gulf Coastal Plain,Southern Ridge and Valley Patch Prairie,Grassland
7460,1103,17068,7993,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Row Crop - Close Grown Crop,Agricultural
7461,8,17068,7999,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Aquaculture,Agricultural
7462,1297,17044,7515,South Atlantic Coastal Plain,Southern Coastal Plain Herbaceous Seep and Bog,Riparian
7463,49,17090,7927,Chihuahuan Desert,Western Warm Temperate Developed Ruderal Mixed Forest,Developed
7464,73469,17024,7349,Upper East Gulf Coastal Plain,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer
7465,210884,17024,7357,Upper East Gulf Coastal Plain,Southern Coastal Plain Mesic Slope Forest,Hardwood
7466,2,17013,9251,Mississippi River Alluvial Plain,Southern Coastal Plain Sinkhole,Sparsely Vegetated
7467,583,17046,7992,Upper West Gulf Coastal Plain,Eastern Warm Temperate Bush fruit and berries,Agricultural
7468,20419,17008,7408,Cumberlands And Southern Ridge And Valley,Alabama Ketona Glade and Woodland,Conifer-Hardwood
7469,77983,17024,7406,Upper East Gulf Coastal Plain,Southern Piedmont Dry Oak Forest,Hardwood
7470,120006,17024,7316,Upper East Gulf Coastal Plain,Southern Piedmont Mesic Forest,Hardwood
7471,32299,17024,7368,Upper East Gulf Coastal Plain,Southern Piedmont Dry Pine Forest,Conifer
7472,8042,17024,7408,Upper East Gulf Coastal Plain,Alabama Ketona Glade and Woodland,Conifer-Hardwood
7473,19045,17024,7448,Upper East Gulf Coastal Plain,Southern Piedmont Dry Oak-(Pine) Forest,Conifer-Hardwood
7474,246,17024,7351,Upper East Gulf Coastal Plain,Southeastern Interior Longleaf Pine Woodland,Conifer
7475,211970,17068,7523,Crosstimbers And Southern Tallgrass Prairie,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Conifer-Hardwood
7476,23151,17024,9259,Upper East Gulf Coastal Plain,Southern Piedmont Small Floodplain and Riparian Forest,Riparian
7477,108,17024,9761,Upper East Gulf Coastal Plain,Southern Piedmont Small Floodplain and Riparian Herbaceous,Riparian
7478,8,17068,7992,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Bush fruit and berries,Agricultural
7479,168364,17068,9282,Crosstimbers And Southern Tallgrass Prairie,West Gulf Coastal Plain Large River Floodplain Forest,Riparian
7480,11,17088,7925,Apache Highlands,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed
7481,965,17027,9533,Arizona-New Mexico Mountains,North American Warm Desert Riparian Herbaceous,Riparian
7482,2,17019,7330,Piedmont,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood
7483,31,17075,7989,Southern Shortgrass Prairie,Western Warm Temperate Aquaculture,Agricultural
7484,149031,17044,9586,South Atlantic Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian
7485,1158,17044,7325,South Atlantic Coastal Plain,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood
7486,121090,17044,7330,South Atlantic Coastal Plain,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood
7487,347414,17044,7349,South Atlantic Coastal Plain,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer
7488,1039595,17044,9247,South Atlantic Coastal Plain,Southern Coastal Plain Blackwater River Floodplain Forest,Riparian
7489,4254,17024,7430,Upper East Gulf Coastal Plain,Southern Coastal Plain Blackland Prairie,Grassland
7490,15677,17024,7567,Upper East Gulf Coastal Plain,Southern Coastal Plain Blackland Prairie Woodland,Conifer-Hardwood
7491,33,17024,9759,Upper East Gulf Coastal Plain,Southern Piedmont Small Floodplain and Riparian Shrubland,Riparian
7492,870,17044,9585,South Atlantic Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,Riparian
7493,377,17044,9077,South Atlantic Coastal Plain,East Gulf Coastal Plain Depression Pondshore,Riparian
7494,1,17075,7961,Southern Shortgrass Prairie,Western Cool Temperate Vineyard,Agricultural
7495,12074,17044,9250,South Atlantic Coastal Plain,Southern Coastal Plain Oak Dome and Hammock,Riparian
7496,1,17024,7342,Upper East Gulf Coastal Plain,Piedmont Hardpan Woodland and Forest,Hardwood
7497,22429343,17032,9321,East Gulf Coastal Plain,Southeastern Native Ruderal Forest,Conifer-Hardwood
7498,52367005,17032,9322,East Gulf Coastal Plain,Southeastern North American Temperate Forest Plantation,Conifer
7499,6608,17032,7368,East Gulf Coastal Plain,Southern Piedmont Dry Pine Forest,Conifer
7500,11591,17032,7316,East Gulf Coastal Plain,Southern Piedmont Mesic Forest,Hardwood
7501,5959200,17032,9823,East Gulf Coastal Plain,Southeastern Ruderal Grassland,Exotic Herbaceous
7502,9901,17032,7406,East Gulf Coastal Plain,Southern Piedmont Dry Oak Forest,Hardwood
7503,3464244,17032,7191,East Gulf Coastal Plain,Recently Logged-Herb and Grass Cover,Grassland
7504,607981,17032,7193,East Gulf Coastal Plain,Recently Logged-Tree Cover,Conifer
7505,573844,17032,7192,East Gulf Coastal Plain,Recently Logged-Shrub Cover,Shrubland
7506,5185,17032,9259,East Gulf Coastal Plain,Southern Piedmont Small Floodplain and Riparian Forest,Riparian
7507,174629,17032,9320,East Gulf Coastal Plain,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian
7508,3728,17032,7448,East Gulf Coastal Plain,Southern Piedmont Dry Oak-(Pine) Forest,Conifer-Hardwood
7509,6328853,17032,7299,East Gulf Coastal Plain,Developed-Roads,Developed-Roads
7510,1857296,17032,7296,East Gulf Coastal Plain,Developed-Low Intensity,Developed-Low Intensity
7511,3294,17032,7909,East Gulf Coastal Plain,Eastern Cool Temperate Urban Shrubland,Developed
7512,7040,17032,7908,East Gulf Coastal Plain,Eastern Cool Temperate Urban Herbaceous,Developed
7513,79898,17044,9082,South Atlantic Coastal Plain,East Gulf Coastal Plain Large River Floodplain Forest,Riparian
7514,144,17032,7976,East Gulf Coastal Plain,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
7515,46954,17032,7197,East Gulf Coastal Plain,Recently Burned-Tree Cover,Conifer
7516,2421444,17032,7292,East Gulf Coastal Plain,Open Water,Open Water
7517,112856,17032,7196,East Gulf Coastal Plain,Recently Burned-Shrub Cover,Shrubland
7518,701656,17032,7297,East Gulf Coastal Plain,Developed-Medium Intensity,Developed-Medium Intensity
7519,792,17044,9583,South Atlantic Coastal Plain,East Gulf Coastal Plain Large River Floodplain Herbaceous,Riparian
7520,6181,17032,7977,East Gulf Coastal Plain,Eastern Cool Temperate Pasture and Hayland,Agricultural
7521,6176,17032,7906,East Gulf Coastal Plain,Eastern Cool Temperate Urban Evergreen Forest,Developed
7522,1960,17032,7907,East Gulf Coastal Plain,Eastern Cool Temperate Urban Mixed Forest,Developed
7523,66878,17032,7200,East Gulf Coastal Plain,Recently Disturbed Other-Tree Cover,Conifer
7524,858704,17032,7917,East Gulf Coastal Plain,Eastern Warm Temperate Urban Mixed Forest,Developed
7525,3794649,17032,7996,East Gulf Coastal Plain,Eastern Warm Temperate Fallow/Idle Cropland,Agricultural
7526,1483061,17032,7919,East Gulf Coastal Plain,Eastern Warm Temperate Urban Shrubland,Developed
7527,1529476,17032,7916,East Gulf Coastal Plain,Eastern Warm Temperate Urban Evergreen Forest,Developed
7528,3741845,17032,7330,East Gulf Coastal Plain,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood
7529,786456,17032,9323,East Gulf Coastal Plain,Southeastern Ruderal Shrubland,Exotic Tree-Shrub
7530,8783031,17032,7997,East Gulf Coastal Plain,Eastern Warm Temperate Pasture and Hayland,Agricultural
7531,167,17075,9533,Southern Shortgrass Prairie,North American Warm Desert Riparian Herbaceous,Riparian
7532,12,17032,7970,East Gulf Coastal Plain,Eastern Cool Temperate Orchard,Agricultural
7533,125490,17032,7915,East Gulf Coastal Plain,Eastern Warm Temperate Urban Deciduous Forest,Developed
7534,6941167,17032,7937,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed
7535,644920,17032,7990,East Gulf Coastal Plain,Eastern Warm Temperate Orchard,Agricultural
7536,2,17032,7975,East Gulf Coastal Plain,Eastern Cool Temperate Close Grown Crop,Agricultural
7537,41602,17032,7325,East Gulf Coastal Plain,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood
7538,32,17032,7974,East Gulf Coastal Plain,Eastern Cool Temperate Row Crop,Agricultural
7539,15593,17013,7357,Mississippi River Alluvial Plain,Southern Coastal Plain Mesic Slope Forest,Hardwood
7540,357946,17032,7995,East Gulf Coastal Plain,Eastern Warm Temperate Close Grown Crop,Agricultural
7541,344598,17032,7195,East Gulf Coastal Plain,Recently Burned-Herb and Grass Cover,Grassland
7542,2900939,17032,9247,East Gulf Coastal Plain,Southern Coastal Plain Blackwater River Floodplain Forest,Riparian
7543,1461614,17032,7918,East Gulf Coastal Plain,Eastern Warm Temperate Urban Herbaceous,Developed
7544,555469,17032,7938,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Shrubland,Developed
7545,322030,17032,9586,East Gulf Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian
7546,55089,17032,7198,East Gulf Coastal Plain,Recently Disturbed Other-Herb and Grass Cover,Grassland
7547,11481318,17032,7994,East Gulf Coastal Plain,Eastern Warm Temperate Row Crop,Agricultural
7548,2392635,17032,7939,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Grassland,Developed
7549,1,17027,7989,Arizona-New Mexico Mountains,Western Warm Temperate Aquaculture,Agricultural
7550,6853156,17032,7349,East Gulf Coastal Plain,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer
7551,4105625,17032,7461,East Gulf Coastal Plain,Southern Coastal Plain Seepage Swamp and Baygall Woodland,Riparian
7552,2,17090,7011,Chihuahuan Desert,Rocky Mountain Aspen Forest and Woodland,Hardwood
7553,402727,17032,7460,East Gulf Coastal Plain,Southern Coastal Plain Nonriverine Cypress Dome,Riparian
7554,12641,17032,7199,East Gulf Coastal Plain,Recently Disturbed Other-Shrub Cover,Shrubland
7555,416078,17032,7957,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed
7556,283828,17032,9249,East Gulf Coastal Plain,Southern Coastal Plain Nonriverine Basin Swamp,Riparian
7557,262036,17032,9332,East Gulf Coastal Plain,Southeastern Exotic Ruderal Flooded & Swamp Forest,Riparian
7558,33412,17032,7993,East Gulf Coastal Plain,Eastern Warm Temperate Row Crop - Close Grown Crop,Agricultural
7559,13018,17075,7523,Southern Shortgrass Prairie,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Conifer-Hardwood
7560,7752287,17032,9085,East Gulf Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Forest,Riparian
7561,69,17032,7905,East Gulf Coastal Plain,Eastern Cool Temperate Urban Deciduous Forest,Developed
7562,48689,17032,7998,East Gulf Coastal Plain,Eastern Warm Temperate Wheat,Agricultural
7563,10315,17032,9585,East Gulf Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,Riparian
7564,1368681,17032,7357,East Gulf Coastal Plain,Southern Coastal Plain Mesic Slope Forest,Hardwood
7565,59694,17046,7429,Upper West Gulf Coastal Plain,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland
7566,261854,17032,7298,East Gulf Coastal Plain,Developed-High Intensity,Developed-High Intensity
7567,80473,17032,7295,East Gulf Coastal Plain,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
7568,458714,17075,7393,Southern Shortgrass Prairie,Edwards Plateau Limestone Shrubland,Shrubland
7569,839138,17044,9085,South Atlantic Coastal Plain,East Gulf Coastal Plain Small Stream and River Floodplain Forest,Riparian
7570,6098,17032,7571,East Gulf Coastal Plain,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,Riparian
7571,171456,17032,9319,East Gulf Coastal Plain,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub
7572,66664,17090,9289,Chihuahuan Desert,Madrean Mesic Canyon Forest and Woodland,Conifer-Hardwood
7573,1437,17075,7927,Southern Shortgrass Prairie,Western Warm Temperate Developed Ruderal Mixed Forest,Developed
7574,1041664,17032,7936,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Evergreen Forest,Developed
7575,3038,17024,9258,Upper East Gulf Coastal Plain,Southern Piedmont Large Floodplain Forest,Riparian
7576,5672,17032,9324,East Gulf Coastal Plain,Southeastern Ruderal Wet Meadow & Marsh,Riparian
7577,1,17068,7979,Crosstimbers And Southern Tallgrass Prairie,Eastern Cool Temperate Aquaculture,Agricultural
7578,3468,17032,7992,East Gulf Coastal Plain,Eastern Warm Temperate Bush fruit and berries,Agricultural
7579,34,17032,7934,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Grassland,Developed
7580,20756,17032,9077,East Gulf Coastal Plain,East Gulf Coastal Plain Depression Pondshore,Riparian
7581,392,17032,7932,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed
7582,370742,17032,7935,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed
7583,5,17032,9761,East Gulf Coastal Plain,Southern Piedmont Small Floodplain and Riparian Herbaceous,Riparian
7584,279340,17032,9250,East Gulf Coastal Plain,Southern Coastal Plain Oak Dome and Hammock,Riparian
7585,93077,17075,7076,Southern Shortgrass Prairie,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Shrubland
7586,1,17044,9582,South Atlantic Coastal Plain,East Gulf Coastal Plain Large River Floodplain Shrubland,Riparian
7587,27344,17068,7524,Crosstimbers And Southern Tallgrass Prairie,Edwards Plateau Mesic Canyon,Hardwood
7588,1,17024,9758,Upper East Gulf Coastal Plain,Southern Piedmont Large Floodplain Shrubland,Riparian
7589,51,17024,9760,Upper East Gulf Coastal Plain,Southern Piedmont Large Floodplain Herbaceous,Riparian
7590,25,17032,7931,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed
7591,2,17032,7933,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Shrubland,Developed
7592,39,17032,7952,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
7593,15,17024,7972,Upper East Gulf Coastal Plain,Eastern Cool Temperate Bush fruit and berries,Agricultural
7594,30552,17032,7959,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
7595,14,17046,7956,Upper West Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Evergreen Forested Wetland,Developed
7596,1999,17032,7954,East Gulf Coastal Plain,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
7597,5607,17032,7955,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed
7598,1068336,17068,7913,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Urban Herbaceous,Developed
7599,976591,17068,7914,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Urban Shrubland,Developed
7600,687366,17068,7988,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Wheat,Agricultural
7601,181379,17068,7911,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Urban Evergreen Forest,Developed
7602,1019821,17068,7393,Crosstimbers And Southern Tallgrass Prairie,Edwards Plateau Limestone Shrubland,Shrubland
7603,124805,17068,7912,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Urban Mixed Forest,Developed
7604,283064,17068,7910,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Urban Deciduous Forest,Developed
7605,16773742,17068,7987,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Pasture and Hayland,Agricultural
7606,25,17024,7992,Upper East Gulf Coastal Plain,Eastern Warm Temperate Bush fruit and berries,Agricultural
7607,765989,17068,7928,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Shrubland,Developed
7608,1276,17075,7133,Southern Shortgrass Prairie,Chihuahuan Sandy Plains Semi-Desert Grassland,Grassland
7609,644426,17068,7986,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Fallow/Idle Cropland,Agricultural
7610,1063382,17068,7985,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Close Grown Crop,Agricultural
7611,5,17024,9257,Upper East Gulf Coastal Plain,Southern Piedmont Granite Flatrock and Outcrop,Sparsely Vegetated
7612,2188003,17068,7383,Crosstimbers And Southern Tallgrass Prairie,Edwards Plateau Limestone Savanna and Woodland,Hardwood
7613,263,17024,9250,Upper East Gulf Coastal Plain,Southern Coastal Plain Oak Dome and Hammock,Riparian
7614,5012088,17032,9082,East Gulf Coastal Plain,East Gulf Coastal Plain Large River Floodplain Forest,Riparian
7615,477,17032,7991,East Gulf Coastal Plain,Eastern Warm Temperate Vineyard,Agricultural
7616,77008,17032,9583,East Gulf Coastal Plain,East Gulf Coastal Plain Large River Floodplain Herbaceous,Riparian
7617,1350,17024,9249,Upper East Gulf Coastal Plain,Southern Coastal Plain Nonriverine Basin Swamp,Riparian
7618,4251864,17068,7984,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Row Crop,Agricultural
7619,6976,17032,9251,East Gulf Coastal Plain,Southern Coastal Plain Sinkhole,Sparsely Vegetated
7620,1570,17032,9582,East Gulf Coastal Plain,East Gulf Coastal Plain Large River Floodplain Shrubland,Riparian
7621,2285390,17068,7929,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Grassland,Developed
7622,1569,17024,7460,Upper East Gulf Coastal Plain,Southern Coastal Plain Nonriverine Cypress Dome,Riparian
7623,9470,17068,7983,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural
7624,179732,17068,7925,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed
7625,643,17088,7101,Apache Highlands,Madrean Oriental Chaparral,Shrubland
7626,1998,17068,7990,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Orchard,Agricultural
7627,20326,17068,7927,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Mixed Forest,Developed
7628,4,17095,7191,Sonoran Desert,Recently Logged-Herb and Grass Cover,Grassland
7629,17310,17046,7424,Upper West Gulf Coastal Plain,East-Central Texas Plains Xeric Sandyland,Grassland
7630,26,17068,7958,Crosstimbers And Southern Tallgrass Prairie,Eastern Warm Temperate Developed Ruderal Shrub Wetland,Developed
7631,85,17090,7200,Chihuahuan Desert,Recently Disturbed Other-Tree Cover,Conifer
7632,1767,17013,7429,Mississippi River Alluvial Plain,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland
7633,3,17088,7981,Apache Highlands,Western Warm Temperate Vineyard,Agricultural
7634,11431,17068,7949,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
7635,13074,17068,7945,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed
7636,1190,17068,7948,Crosstimbers And Southern Tallgrass Prairie,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed
7637,575,17032,9542,East Gulf Coastal Plain,Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,Riparian
7638,386,17032,7343,East Gulf Coastal Plain,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood
7639,1755,17032,7335,East Gulf Coastal Plain,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood
7640,11667,17032,7347,East Gulf Coastal Plain,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer
7641,25,17032,7450,East Gulf Coastal Plain,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian
7642,293,17032,7999,East Gulf Coastal Plain,Eastern Warm Temperate Aquaculture,Agricultural
7643,1584,17032,9041,East Gulf Coastal Plain,Atlantic Coastal Plain Blackwater Stream Floodplain Forest,Riparian
7644,1780,17032,9050,East Gulf Coastal Plain,Atlantic Coastal Plain Small Blackwater River Floodplain Forest,Riparian
7645,4699,17032,7328,East Gulf Coastal Plain,Southern Coastal Plain Limestone Forest,Hardwood
7646,5,17032,7449,East Gulf Coastal Plain,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian
7647,2,17032,9541,East Gulf Coastal Plain,Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,Riparian
7648,2662933,17032,7454,East Gulf Coastal Plain,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Conifer
7649,25,17075,7524,Southern Shortgrass Prairie,Edwards Plateau Mesic Canyon,Hardwood
7650,1,17032,9042,East Gulf Coastal Plain,Atlantic Coastal Plain Brownwater Stream Floodplain Forest,Riparian
7651,32769,17032,9083,East Gulf Coastal Plain,East Gulf Coastal Plain Northern Seepage Swamp,Riparian
7652,10,17032,9239,East Gulf Coastal Plain,Southern Atlantic Coastal Plain Depression Pondshore,Riparian
7653,1099,17032,7958,East Gulf Coastal Plain,Eastern Warm Temperate Developed Ruderal Shrub Wetland,Developed
