VALUE,COUNT,US_200EVT,PADUS_GAP_RESAMP,ECOREGION_RASTER,EVT_NAME,EVT_PHYS,ECO_NAME
25648,20,7945,2,17063,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed,Gulf Coast Prairies And Marshes
25649,86245,9274,2,17063,Texas Coast Fresh and Oligohaline Tidal Marsh,Riparian,Gulf Coast Prairies And Marshes
25650,182530,9275,2,17063,Texas Coast Salt and Brackish Tidal Marsh,Riparian,Gulf Coast Prairies And Marshes
25651,3882,7861,2,17033,Caribbean Coastal Mangrove,Riparian,Florida Peninsula
25652,992,7929,4,17096,Western Warm Temperate Developed Ruderal Grassland,Developed,Tamaulipan Thorn Scrub
25653,4135,-9999,2,17096, , ,Tamaulipan Thorn Scrub
25654,2344,-9999,1,17090, , ,Chihuahuan Desert
25655,35,7422,3,17070,Texas Blackland Tallgrass Prairie,Grassland,Edwards Plateau
25656,52,7948,4,17096,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed,Tamaulipan Thorn Scrub
25657,1,7945,3,17096,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed,Tamaulipan Thorn Scrub
25658,2,9733,3,17070,Southeastern Great Plains Riparian Herbaceous,Riparian,Edwards Plateau
25659,20,7295,3,17096,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Tamaulipan Thorn Scrub
25660,1,7983,2,17070,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural,Edwards Plateau
25661,2,7198,2,17070,Recently Disturbed Other-Herb and Grass Cover,Grassland,Edwards Plateau
25662,1161,7560,2,17070,Tamaulipan Mesquite Upland Scrub,Shrubland,Edwards Plateau
25663,3,7476,2,17070,Tamaulipan Riparian Woodland,Riparian,Edwards Plateau
25664,234335,9325,2,17096,Great Plains Comanchian Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
25665,149,7383,2,17096,Edwards Plateau Limestone Savanna and Woodland,Hardwood,Tamaulipan Thorn Scrub
25666,290486,9825,2,17096,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
25667,1,7573,2,17070,Tamaulipan Riparian Herbaceous,Riparian,Edwards Plateau
25668,1,7524,2,17096,Edwards Plateau Mesic Canyon,Hardwood,Tamaulipan Thorn Scrub
25669,2,7948,2,17068,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed,Crosstimbers And Southern Tallgrass Prairie
25670,210230,7986,2,17096,Western Warm Temperate Fallow/Idle Cropland,Agricultural,Tamaulipan Thorn Scrub
25671,1304534,7390,2,17096,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Tamaulipan Thorn Scrub
25672,16307,7560,2,17096,Tamaulipan Mesquite Upland Scrub,Shrubland,Tamaulipan Thorn Scrub
25673,3729,9268,2,17096,Tamaulipan Ramadero,Riparian,Tamaulipan Thorn Scrub
25674,226728,7913,2,17096,Western Warm Temperate Urban Herbaceous,Developed,Tamaulipan Thorn Scrub
25675,116815,7914,2,17096,Western Warm Temperate Urban Shrubland,Developed,Tamaulipan Thorn Scrub
25676,1331,7435,2,17063,East Gulf Coastal Plain Dune and Coastal Grassland,Grassland,Gulf Coast Prairies And Marshes
25677,3263853,7984,2,17096,Western Warm Temperate Row Crop,Agricultural,Tamaulipan Thorn Scrub
25678,293,7988,2,17096,Western Warm Temperate Wheat,Agricultural,Tamaulipan Thorn Scrub
25679,1187367,7438,2,17096,Tamaulipan Savanna Grassland,Grassland,Tamaulipan Thorn Scrub
25680,118,7390,2,17070,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Edwards Plateau
25681,199152,7425,3,17033,Florida Dry Prairie Grassland,Grassland,Florida Peninsula
25682,5,7515,3,17033,Southern Coastal Plain Herbaceous Seep and Bog,Riparian,Florida Peninsula
25683,406,7298,4,17096,Developed-High Intensity,Developed-High Intensity,Tamaulipan Thorn Scrub
25684,2631,9325,4,17096,Great Plains Comanchian Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
25685,3058,9825,4,17096,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
25686,348,7438,4,17096,Tamaulipan Savanna Grassland,Grassland,Tamaulipan Thorn Scrub
25687,535,7391,4,17096,Tamaulipan Mesquite Upland Woodland,Hardwood,Tamaulipan Thorn Scrub
25688,40,9091,4,17096,Edwards Plateau Cliff,Sparsely Vegetated,Tamaulipan Thorn Scrub
25689,1975,7560,4,17096,Tamaulipan Mesquite Upland Scrub,Shrubland,Tamaulipan Thorn Scrub
25690,387,7984,4,17096,Western Warm Temperate Row Crop,Agricultural,Tamaulipan Thorn Scrub
25691,118,7985,4,17096,Western Warm Temperate Close Grown Crop,Agricultural,Tamaulipan Thorn Scrub
25692,3418,7383,4,17096,Edwards Plateau Limestone Savanna and Woodland,Hardwood,Tamaulipan Thorn Scrub
25693,184,7925,4,17096,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed,Tamaulipan Thorn Scrub
25694,208,7947,4,17096,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Tamaulipan Thorn Scrub
25695,27,7525,4,17070,Edwards Plateau Riparian Forest and Woodland,Riparian,Edwards Plateau
25696,195,7949,4,17096,Western Warm Temperate Developed Ruderal Herbaceous Wetland,Developed,Tamaulipan Thorn Scrub
25697,1,7195,4,17096,Recently Burned-Herb and Grass Cover,Grassland,Tamaulipan Thorn Scrub
25698,49,7988,4,17096,Western Warm Temperate Wheat,Agricultural,Tamaulipan Thorn Scrub
25699,240,7986,4,17096,Western Warm Temperate Fallow/Idle Cropland,Agricultural,Tamaulipan Thorn Scrub
25700,141111,9275,1,17063,Texas Coast Salt and Brackish Tidal Marsh,Riparian,Gulf Coast Prairies And Marshes
25701,77905,9274,1,17063,Texas Coast Fresh and Oligohaline Tidal Marsh,Riparian,Gulf Coast Prairies And Marshes
25702,78,7911,4,17096,Western Warm Temperate Urban Evergreen Forest,Developed,Tamaulipan Thorn Scrub
25703,23606,7987,1,17063,Western Warm Temperate Pasture and Hayland,Agricultural,Gulf Coast Prairies And Marshes
25704,627,7435,3,17063,East Gulf Coastal Plain Dune and Coastal Grassland,Grassland,Gulf Coast Prairies And Marshes
25705,22131,7986,1,17063,Western Warm Temperate Fallow/Idle Cropland,Agricultural,Gulf Coast Prairies And Marshes
25706,1300,7913,1,17063,Western Warm Temperate Urban Herbaceous,Developed,Gulf Coast Prairies And Marshes
25707,23782,7573,2,17096,Tamaulipan Riparian Herbaceous,Riparian,Tamaulipan Thorn Scrub
25708,2132,7914,1,17063,Western Warm Temperate Urban Shrubland,Developed,Gulf Coast Prairies And Marshes
25709,1370,7985,2,17096,Western Warm Temperate Close Grown Crop,Agricultural,Tamaulipan Thorn Scrub
25710,132608,9775,2,17063,Texas Coast Salt and Brackish Tidal Marsh Shrubland,Riparian,Gulf Coast Prairies And Marshes
25711,15785,7910,2,17096,Western Warm Temperate Urban Deciduous Forest,Developed,Tamaulipan Thorn Scrub
25712,26753,9775,1,17063,Texas Coast Salt and Brackish Tidal Marsh Shrubland,Riparian,Gulf Coast Prairies And Marshes
25713,11372,9228,1,17063,Southeastern Coastal Plain Interdunal Wetland,Riparian,Gulf Coast Prairies And Marshes
25714,7,7564,4,17070,Edwards Plateau Riparian Herbaceous,Riparian,Edwards Plateau
25715,36993,9270,2,17096,Tamaulipan Saline Thornscrub,Shrubland,Tamaulipan Thorn Scrub
25716,104144,9071,1,17063,Columbia Bottomlands Forest and Woodland,Riparian,Gulf Coast Prairies And Marshes
25717,1182,7910,1,17063,Western Warm Temperate Urban Deciduous Forest,Developed,Gulf Coast Prairies And Marshes
25718,1,7992,2,17033,Eastern Warm Temperate Bush fruit and berries,Agricultural,Florida Peninsula
25719,5,7524,4,17070,Edwards Plateau Mesic Canyon,Hardwood,Edwards Plateau
25720,4106,9774,1,17063,Texas Coast Fresh and Oligohaline Tidal Marsh Shrubland,Riparian,Gulf Coast Prairies And Marshes
25721,216,7949,1,17063,Western Warm Temperate Developed Ruderal Herbaceous Wetland,Developed,Gulf Coast Prairies And Marshes
25722,58,7524,4,17096,Edwards Plateau Mesic Canyon,Hardwood,Tamaulipan Thorn Scrub
25723,33,7947,1,17063,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Gulf Coast Prairies And Marshes
25724,420,7929,1,17063,Western Warm Temperate Developed Ruderal Grassland,Developed,Gulf Coast Prairies And Marshes
25725,6380,7984,1,17063,Western Warm Temperate Row Crop,Agricultural,Gulf Coast Prairies And Marshes
25726,374,7912,1,17063,Western Warm Temperate Urban Mixed Forest,Developed,Gulf Coast Prairies And Marshes
25727,102,9141,2,17063,Mississippi River Riparian Forest,Riparian,Gulf Coast Prairies And Marshes
25728,28,7928,1,17063,Western Warm Temperate Developed Ruderal Shrubland,Developed,Gulf Coast Prairies And Marshes
25729,279,9823,4,17096,Southeastern Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
25730,62,9733,4,17096,Southeastern Great Plains Riparian Herbaceous,Riparian,Tamaulipan Thorn Scrub
25731,59,7525,4,17096,Edwards Plateau Riparian Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25732,23,7563,4,17096,Edwards Plateau Riparian Shrubland,Riparian,Tamaulipan Thorn Scrub
25733,24,7564,4,17096,Edwards Plateau Riparian Herbaceous,Riparian,Tamaulipan Thorn Scrub
25734,65,7299,4,17068,Developed-Roads,Developed-Roads,Crosstimbers And Southern Tallgrass Prairie
25735,52,7296,4,17068,Developed-Low Intensity,Developed-Low Intensity,Crosstimbers And Southern Tallgrass Prairie
25736,4,9766,4,17096,Tamaulipan Closed Depression Wetland Shrubland,Riparian,Tamaulipan Thorn Scrub
25737,78,7914,4,17068,Western Warm Temperate Urban Shrubland,Developed,Crosstimbers And Southern Tallgrass Prairie
25738,75,7913,4,17068,Western Warm Temperate Urban Herbaceous,Developed,Crosstimbers And Southern Tallgrass Prairie
25739,20,7910,4,17068,Western Warm Temperate Urban Deciduous Forest,Developed,Crosstimbers And Southern Tallgrass Prairie
25740,67,9231,4,17096,Southeastern Great Plains Riparian Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25741,2,7523,4,17096,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Conifer-Hardwood,Tamaulipan Thorn Scrub
25742,2,9266,4,17096,Tamaulipan Closed Depression Wetland Woodland,Riparian,Tamaulipan Thorn Scrub
25743,2,7111,4,17096,Western Great Plains Mesquite Shrubland,Shrubland,Tamaulipan Thorn Scrub
25744,18259,7425,2,17033,Florida Dry Prairie Grassland,Grassland,Florida Peninsula
25745,7,9592,4,17096,Edwards Plateau Floodplain Terrace Shrubland,Riparian,Tamaulipan Thorn Scrub
25746,3,7929,1,17090,Western Warm Temperate Developed Ruderal Grassland,Developed,Chihuahuan Desert
25747,27,7297,4,17068,Developed-Medium Intensity,Developed-Medium Intensity,Crosstimbers And Southern Tallgrass Prairie
25748,7,7298,4,17068,Developed-High Intensity,Developed-High Intensity,Crosstimbers And Southern Tallgrass Prairie
25749,110,7391,3,17096,Tamaulipan Mesquite Upland Woodland,Hardwood,Tamaulipan Thorn Scrub
25750,7,7947,3,17096,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Tamaulipan Thorn Scrub
25751,8,7925,4,17068,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed,Crosstimbers And Southern Tallgrass Prairie
25752,14,7925,3,17096,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed,Tamaulipan Thorn Scrub
25753,1,7949,4,17068,Western Warm Temperate Developed Ruderal Herbaceous Wetland,Developed,Crosstimbers And Southern Tallgrass Prairie
25754,12,7929,4,17068,Western Warm Temperate Developed Ruderal Grassland,Developed,Crosstimbers And Southern Tallgrass Prairie
25755,5,7947,4,17068,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Crosstimbers And Southern Tallgrass Prairie
25756,38,7292,4,17068,Open Water,Open Water,Crosstimbers And Southern Tallgrass Prairie
25757,17,9270,4,17096,Tamaulipan Saline Thornscrub,Shrubland,Tamaulipan Thorn Scrub
25758,6,7928,4,17068,Western Warm Temperate Developed Ruderal Shrubland,Developed,Crosstimbers And Southern Tallgrass Prairie
25759,28,9323,4,17068,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Crosstimbers And Southern Tallgrass Prairie
25760,1,9730,4,17068,Southeastern Great Plains Floodplain Shrubland,Riparian,Crosstimbers And Southern Tallgrass Prairie
25761,18,7912,4,17068,Western Warm Temperate Urban Mixed Forest,Developed,Crosstimbers And Southern Tallgrass Prairie
25762,122,9141,3,17063,Mississippi River Riparian Forest,Riparian,Gulf Coast Prairies And Marshes
25763,51444,9063,3,17033,Central Florida Wet Prairie and Herbaceous Seep,Riparian,Florida Peninsula
25764,8,9593,4,17096,Edwards Plateau Floodplain Terrace Herbaceous,Riparian,Tamaulipan Thorn Scrub
25765,1889,7987,4,17096,Western Warm Temperate Pasture and Hayland,Agricultural,Tamaulipan Thorn Scrub
25766,161,9732,4,17096,Southeastern Great Plains Floodplain Herbaceous,Riparian,Tamaulipan Thorn Scrub
25767,884,9230,4,17096,Southeastern Great Plains Floodplain Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25768,17,9732,4,17068,Southeastern Great Plains Floodplain Herbaceous,Riparian,Crosstimbers And Southern Tallgrass Prairie
25769,15,9325,4,17068,Great Plains Comanchian Ruderal Shrubland,Exotic Tree-Shrub,Crosstimbers And Southern Tallgrass Prairie
25770,78,9825,4,17068,Great Plains Comanchian Ruderal Grassland,Exotic Herbaceous,Crosstimbers And Southern Tallgrass Prairie
25771,55,7519,4,17068,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,Crosstimbers And Southern Tallgrass Prairie
25772,121,9230,4,17068,Southeastern Great Plains Floodplain Forest and Woodland,Riparian,Crosstimbers And Southern Tallgrass Prairie
25773,18,7989,3,17063,Western Warm Temperate Aquaculture,Agricultural,Gulf Coast Prairies And Marshes
25774,155,9228,3,17063,Southeastern Coastal Plain Interdunal Wetland,Riparian,Gulf Coast Prairies And Marshes
25775,896,7519,4,17096,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,Tamaulipan Thorn Scrub
25776,11,7987,4,17068,Western Warm Temperate Pasture and Hayland,Agricultural,Crosstimbers And Southern Tallgrass Prairie
25777,3,7984,4,17068,Western Warm Temperate Row Crop,Agricultural,Crosstimbers And Southern Tallgrass Prairie
25778,133,9323,4,17096,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
25779,127,9323,3,17096,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
25780,463,7987,3,17096,Western Warm Temperate Pasture and Hayland,Agricultural,Tamaulipan Thorn Scrub
25781,144,9230,3,17096,Southeastern Great Plains Floodplain Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25782,358,7519,3,17096,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,Tamaulipan Thorn Scrub
25783,119,9732,3,17096,Southeastern Great Plains Floodplain Herbaceous,Riparian,Tamaulipan Thorn Scrub
25784,355,9823,3,17096,Southeastern Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
25785,32,7984,3,17096,Western Warm Temperate Row Crop,Agricultural,Tamaulipan Thorn Scrub
25786,94,7986,3,17096,Western Warm Temperate Fallow/Idle Cropland,Agricultural,Tamaulipan Thorn Scrub
25787,3321,7927,1,17063,Western Warm Temperate Developed Ruderal Mixed Forest,Developed,Gulf Coast Prairies And Marshes
25788,1549172,7987,2,17096,Western Warm Temperate Pasture and Hayland,Agricultural,Tamaulipan Thorn Scrub
25789,224309,7929,2,17096,Western Warm Temperate Developed Ruderal Grassland,Developed,Tamaulipan Thorn Scrub
25790,306,9733,2,17096,Southeastern Great Plains Riparian Herbaceous,Riparian,Tamaulipan Thorn Scrub
25791,77581,7928,2,17096,Western Warm Temperate Developed Ruderal Shrubland,Developed,Tamaulipan Thorn Scrub
25792,15890,7519,2,17096,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,Tamaulipan Thorn Scrub
25793,355082,9823,2,17096,Southeastern Ruderal Grassland,Exotic Herbaceous,Tamaulipan Thorn Scrub
25794,106720,9323,2,17096,Southeastern Ruderal Shrubland,Exotic Tree-Shrub,Tamaulipan Thorn Scrub
25795,30,9731,2,17096,Southeastern Great Plains Riparian Shrubland,Riparian,Tamaulipan Thorn Scrub
25796,116142,7292,2,17096,Open Water,Open Water,Tamaulipan Thorn Scrub
25797,82,9231,2,17096,Southeastern Great Plains Riparian Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25798,668,7519,1,17063,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,Gulf Coast Prairies And Marshes
25799,624357,7299,2,17096,Developed-Roads,Developed-Roads,Tamaulipan Thorn Scrub
25800,18153,9774,2,17063,Texas Coast Fresh and Oligohaline Tidal Marsh Shrubland,Riparian,Gulf Coast Prairies And Marshes
25801,329525,7296,2,17096,Developed-Low Intensity,Developed-Low Intensity,Tamaulipan Thorn Scrub
25802,179376,7297,2,17096,Developed-Medium Intensity,Developed-Medium Intensity,Tamaulipan Thorn Scrub
25803,2056,7911,2,17096,Western Warm Temperate Urban Evergreen Forest,Developed,Tamaulipan Thorn Scrub
25804,2220,9230,2,17096,Southeastern Great Plains Floodplain Forest and Woodland,Riparian,Tamaulipan Thorn Scrub
25805,184,9732,2,17096,Southeastern Great Plains Floodplain Herbaceous,Riparian,Tamaulipan Thorn Scrub
25806,4388,7912,2,17096,Western Warm Temperate Urban Mixed Forest,Developed,Tamaulipan Thorn Scrub
25807,1,7985,4,17068,Western Warm Temperate Close Grown Crop,Agricultural,Crosstimbers And Southern Tallgrass Prairie
25808,4,9730,4,17096,Southeastern Great Plains Floodplain Shrubland,Riparian,Tamaulipan Thorn Scrub
25809,16,9730,2,17096,Southeastern Great Plains Floodplain Shrubland,Riparian,Tamaulipan Thorn Scrub
25810,18914,7927,2,17096,Western Warm Temperate Developed Ruderal Mixed Forest,Developed,Tamaulipan Thorn Scrub
25811,16,9321,2,17096,Southeastern Native Ruderal Forest,Conifer-Hardwood,Tamaulipan Thorn Scrub
25812,145,7911,1,17063,Western Warm Temperate Urban Evergreen Forest,Developed,Gulf Coast Prairies And Marshes
25813,18,9823,4,17068,Southeastern Ruderal Grassland,Exotic Herbaceous,Crosstimbers And Southern Tallgrass Prairie
25814,19803,7391,2,17096,Tamaulipan Mesquite Upland Woodland,Hardwood,Tamaulipan Thorn Scrub
25815,14,7438,4,17068,Tamaulipan Savanna Grassland,Grassland,Crosstimbers And Southern Tallgrass Prairie
25816,1,7911,4,17068,Western Warm Temperate Urban Evergreen Forest,Developed,Crosstimbers And Southern Tallgrass Prairie
25817,1,7391,4,17068,Tamaulipan Mesquite Upland Woodland,Hardwood,Crosstimbers And Southern Tallgrass Prairie
25818,107,7425,4,17033,Florida Dry Prairie Grassland,Grassland,Florida Peninsula
25819,108672,7566,3,17033,Florida Dry Prairie Shruband,Shrubland,Florida Peninsula
25820,17,9569,1,17063,Central Texas Coastal Prairie River Floodplain Shrubland,Riparian,Gulf Coast Prairies And Marshes
25821,71,7989,1,17063,Western Warm Temperate Aquaculture,Agricultural,Gulf Coast Prairies And Marshes
25822,60465,7425,1,17033,Florida Dry Prairie Grassland,Grassland,Florida Peninsula
25823,10936,7476,2,17096,Tamaulipan Riparian Woodland,Riparian,Tamaulipan Thorn Scrub
25824,6767,9266,2,17096,Tamaulipan Closed Depression Wetland Woodland,Riparian,Tamaulipan Thorn Scrub
25825,9232,9766,2,17096,Tamaulipan Closed Depression Wetland Shrubland,Riparian,Tamaulipan Thorn Scrub
25826,39169,9228,2,17063,Southeastern Coastal Plain Interdunal Wetland,Riparian,Gulf Coast Prairies And Marshes
25827,700,7948,2,17063,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed,Gulf Coast Prairies And Marshes
25828,32,7945,1,17063,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed,Gulf Coast Prairies And Marshes
25829,9172,9063,1,17033,Central Florida Wet Prairie and Herbaceous Seep,Riparian,Florida Peninsula
25830,16,9569,2,17063,Central Texas Coastal Prairie River Floodplain Shrubland,Riparian,Gulf Coast Prairies And Marshes
25831,7,7199,2,17033,Recently Disturbed Other-Shrub Cover,Shrubland,Florida Peninsula
25832,749,9068,3,17063,Central Texas Coastal Prairie Riparian Forest,Riparian,Gulf Coast Prairies And Marshes
25833,33,9570,3,17063,Central Texas Coastal Prairie Riparian Herbaceous,Riparian,Gulf Coast Prairies And Marshes
25834,25619,7566,1,17033,Florida Dry Prairie Shruband,Shrubland,Florida Peninsula
25835,4,7985,3,17096,Western Warm Temperate Close Grown Crop,Agricultural,Tamaulipan Thorn Scrub
25836,4,7925,1,17063,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed,Gulf Coast Prairies And Marshes
25837,32583,9068,1,17063,Central Texas Coastal Prairie Riparian Forest,Riparian,Gulf Coast Prairies And Marshes
25838,11879,9273,2,17063,Texas Coast Beach,Sparsely Vegetated,Gulf Coast Prairies And Marshes
25839,15987,9069,2,17063,Central Texas Coastal Prairie River Floodplain Forest,Riparian,Gulf Coast Prairies And Marshes
25840,1358,9069,3,17063,Central Texas Coastal Prairie River Floodplain Forest,Riparian,Gulf Coast Prairies And Marshes
25841,334,9571,2,17063,Central Texas Coastal Prairie River Floodplain Herbaceous,Riparian,Gulf Coast Prairies And Marshes
25842,2787,7471,3,17033,Southwest Florida Coastal Strand Shrubland,Shrubland,Florida Peninsula
25843,32,7988,3,17063,Western Warm Temperate Wheat,Agricultural,Gulf Coast Prairies And Marshes
25844,1,9731,4,17096,Southeastern Great Plains Riparian Shrubland,Riparian,Tamaulipan Thorn Scrub
25845,36,9774,3,17063,Texas Coast Fresh and Oligohaline Tidal Marsh Shrubland,Riparian,Gulf Coast Prairies And Marshes
25846,4,7424,4,17096,East-Central Texas Plains Xeric Sandyland,Grassland,Tamaulipan Thorn Scrub
25847,2279,7566,2,17033,Florida Dry Prairie Shruband,Shrubland,Florida Peninsula
25848,36,7954,1,17033,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Florida Peninsula
25849,190,7295,1,17033,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Florida Peninsula
25850,4633,7333,2,17033,South Florida Hardwood Hammock,Hardwood,Florida Peninsula
25851,36,7198,1,17033,Recently Disturbed Other-Herb and Grass Cover,Grassland,Florida Peninsula
25852,13,7199,1,17033,Recently Disturbed Other-Shrub Cover,Shrubland,Florida Peninsula
25853,219302,7446,2,17033,South Florida Pine Flatwoods,Conifer,Florida Peninsula
25854,3735,7333,1,17033,South Florida Hardwood Hammock,Hardwood,Florida Peninsula
25855,14,7988,1,17063,Western Warm Temperate Wheat,Agricultural,Gulf Coast Prairies And Marshes
25856,384372,7446,3,17033,South Florida Pine Flatwoods,Conifer,Florida Peninsula
25857,4967,7333,3,17033,South Florida Hardwood Hammock,Hardwood,Florida Peninsula
25858,20811,7446,1,17033,South Florida Pine Flatwoods,Conifer,Florida Peninsula
25859,252178,7548,2,17033,South Florida Pine Wet Flatwoods,Riparian,Florida Peninsula
25860,561741,7548,3,17033,South Florida Pine Wet Flatwoods,Riparian,Florida Peninsula
25861,52,7295,1,17063,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Gulf Coast Prairies And Marshes
25862,9,9063,4,17033,Central Florida Wet Prairie and Herbaceous Seep,Riparian,Florida Peninsula
25863,1984,7471,1,17033,Southwest Florida Coastal Strand Shrubland,Shrubland,Florida Peninsula
25864,433,7392,1,17063,Tamaulipan Calcareous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
25865,2424,7336,2,17033,Southwest Florida Maritime Hammock,Hardwood,Florida Peninsula
25866,31713,7548,1,17033,South Florida Pine Wet Flatwoods,Riparian,Florida Peninsula
25867,7,7474,4,17096,Tamaulipan Floodplain Shrubland,Riparian,Tamaulipan Thorn Scrub
25868,11,7467,4,17096,Tamaulipan Floodplain Woodland,Riparian,Tamaulipan Thorn Scrub
25869,2,7948,1,17063,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed,Gulf Coast Prairies And Marshes
25870,176,7434,2,17096,Texas-Louisiana Coastal Prairie,Riparian,Tamaulipan Thorn Scrub
25871,68,9068,2,17096,Central Texas Coastal Prairie Riparian Forest,Riparian,Tamaulipan Thorn Scrub
25872,5,7927,4,17096,Western Warm Temperate Developed Ruderal Mixed Forest,Developed,Tamaulipan Thorn Scrub
25873,6,9068,4,17096,Central Texas Coastal Prairie Riparian Forest,Riparian,Tamaulipan Thorn Scrub
25874,92,7434,4,17096,Texas-Louisiana Coastal Prairie,Riparian,Tamaulipan Thorn Scrub
25875,4445,7336,1,17033,Southwest Florida Maritime Hammock,Hardwood,Florida Peninsula
25876,3572,7336,3,17033,Southwest Florida Maritime Hammock,Hardwood,Florida Peninsula
25877,3,7992,1,17033,Eastern Warm Temperate Bush fruit and berries,Agricultural,Florida Peninsula
25878,63,7431,2,17033,Southwest Florida Dune and Coastal Grassland,Grassland,Florida Peninsula
25879,281,7431,3,17033,Southwest Florida Dune and Coastal Grassland,Grassland,Florida Peninsula
25880,1026,7471,2,17033,Southwest Florida Coastal Strand Shrubland,Shrubland,Florida Peninsula
25881,112,9069,3,17096,Central Texas Coastal Prairie River Floodplain Forest,Riparian,Tamaulipan Thorn Scrub
25882,2,9321,3,17096,Southeastern Native Ruderal Forest,Conifer-Hardwood,Tamaulipan Thorn Scrub
25883,1048,7392,2,17063,Tamaulipan Calcareous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
25884,28086,7338,2,17063,Central and South Texas Coastal Fringe Forest and Woodland,Hardwood,Gulf Coast Prairies And Marshes
25885,1,7999,1,17033,Eastern Warm Temperate Aquaculture,Agricultural,Florida Peninsula
25886,1887,7195,2,17096,Recently Burned-Herb and Grass Cover,Grassland,Tamaulipan Thorn Scrub
25887,33,7197,2,17096,Recently Burned-Tree Cover,Conifer,Tamaulipan Thorn Scrub
25888,118,7196,2,17096,Recently Burned-Shrub Cover,Shrubland,Tamaulipan Thorn Scrub
25889,2859,7446,4,17033,South Florida Pine Flatwoods,Conifer,Florida Peninsula
25890,1886,7548,4,17033,South Florida Pine Wet Flatwoods,Riparian,Florida Peninsula
25891,13,9324,4,17033,Southeastern Ruderal Wet Meadow & Marsh,Riparian,Florida Peninsula
25892,70,9069,2,17096,Central Texas Coastal Prairie River Floodplain Forest,Riparian,Tamaulipan Thorn Scrub
25893,5,7333,4,17033,South Florida Hardwood Hammock,Hardwood,Florida Peninsula
25894,15,7945,4,17096,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed,Tamaulipan Thorn Scrub
25895,21,9586,1,17033,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian,Florida Peninsula
25896,26038,7390,2,17063,Tamaulipan Mixed Deciduous Thornscrub,Shrubland,Gulf Coast Prairies And Marshes
25897,18254,7295,2,17096,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Tamaulipan Thorn Scrub
25898,5,9586,2,17033,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian,Florida Peninsula
25899,371,9586,3,17033,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Riparian,Florida Peninsula
25900,802,9273,1,17063,Texas Coast Beach,Sparsely Vegetated,Gulf Coast Prairies And Marshes
